craft_id,output_name,output_amount,req_labor,materials
9441,Orchidna's Journals: Gene,× 1,35,"[{""name"": ""Orchidna's Journals: Gene Manuscript"", ""amount"": ""1""}, {""name"": ""Paper"", ""amount"": ""10""}, {""name"": ""Memory Ink"", ""amount"": ""1""}, {""name"": ""Leather"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9440,Orchidna's Journals: Ollo,× 1,35,"[{""name"": ""Orchidna's Journals: Ollo Manuscript"", ""amount"": ""1""}, {""name"": ""Paper"", ""amount"": ""10""}, {""name"": ""Memory Ink"", ""amount"": ""1""}, {""name"": ""Leather"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9439,Orchidna's Journals: Kyprosa,× 1,35,"[{""name"": ""Orchidna's Journals: Kyprosa Manuscript"", ""amount"": ""1""}, {""name"": ""Paper"", ""amount"": ""10""}, {""name"": ""Memory Ink"", ""amount"": ""1""}, {""name"": ""Leather"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9438,Ayanad Scroll: 3rd Floor Lobby,× 1,10,"[{""name"": ""Blank Regrade Scroll"", ""amount"": ""1""}, {""name"": ""Memory Ink"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""6""}, {""name"": ""Glossy Feather"", ""amount"": ""25""}]"
9437,Ayanad Scroll: 2nd Floor Lobby,× 1,10,"[{""name"": ""Blank Regrade Scroll"", ""amount"": ""1""}, {""name"": ""Memory Ink"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""4""}, {""name"": ""Glossy Feather"", ""amount"": ""10""}]"
9436,Ayanad Scroll: 1st Floor Lobby,× 1,10,"[{""name"": ""Blank Regrade Scroll"", ""amount"": ""1""}, {""name"": ""Memory Ink"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Glossy Feather"", ""amount"": ""5""}]"
9435,Mistsong Grinding Guardian Scroll,× 1,50,"[{""name"": ""Blank Regrade Scroll"", ""amount"": ""1""}, {""name"": ""Memory Ink"", ""amount"": ""3""}, {""name"": ""Sunlight Archeum Dust"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""10""}, {""name"": ""Small Root Pigment"", ""amount"": ""5""}]"
9434,Superior Grinding Guardian Scroll,× 1,30,"[{""name"": ""Blank Regrade Scroll"", ""amount"": ""1""}, {""name"": ""Memory Ink"", ""amount"": ""2""}, {""name"": ""Moonlight Archeum Dust"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""4""}]"
9433,Grinding Guardian Scroll,× 1,10,"[{""name"": ""Blank Regrade Scroll"", ""amount"": ""1""}, {""name"": ""Memory Ink"", ""amount"": ""1""}, {""name"": ""Starlight Archeum Dust"", ""amount"": ""3""}, {""name"": ""Coin"", ""amount"": ""2""}]"
9432,Wrapped Farm Wagon,× 1,25,"[{""name"": ""Farm Wagon Design"", ""amount"": ""1""}, {""name"": ""Strong Wheel"", ""amount"": ""4""}, {""name"": ""Solid Shaft"", ""amount"": ""1""}, {""name"": ""High Power Engine"", ""amount"": ""1""}, {""name"": ""Cart Bucket"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""90000""}]"
9431,Improved Medicinal Seed Bundle,× 1,15,"[{""name"": ""Mushroom Spore"", ""amount"": ""20""}, {""name"": ""Thistle Seed"", ""amount"": ""20""}, {""name"": ""Scented Leaf"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""46""}]"
9424,Ship Component Regrade Scroll,× 1,50,"[{""name"": ""Blank Regrade Scroll"", ""amount"": ""1""}, {""name"": ""Brinebound Rock"", ""amount"": ""1""}, {""name"": ""Memory Ink"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9423,Wrapped Ironclad,× 1,50,"[{""name"": ""Ironclad Design"", ""amount"": ""1""}, {""name"": ""Strong Wheel"", ""amount"": ""4""}, {""name"": ""Solid Shaft"", ""amount"": ""1""}, {""name"": ""High Power Engine"", ""amount"": ""1""}, {""name"": ""Tank Cannon"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""180000""}]"
9422,Wrapped Fire Ironclad,× 1,50,"[{""name"": ""Fire Ironclad Design"", ""amount"": ""1""}, {""name"": ""Strong Wheel"", ""amount"": ""4""}, {""name"": ""Solid Shaft"", ""amount"": ""1""}, {""name"": ""High Power Engine"", ""amount"": ""1""}, {""name"": ""Tank Cannon"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""180000""}]"
9421,Wrapped Wheeled Mortar,× 1,50,"[{""name"": ""Wheeled Mortar Design"", ""amount"": ""1""}, {""name"": ""Strong Wheel"", ""amount"": ""4""}, {""name"": ""Solid Shaft"", ""amount"": ""1""}, {""name"": ""High Power Engine"", ""amount"": ""1""}, {""name"": ""Tank Cannon"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""180000""}]"
9420,Obsidian Shoes,× 1,650,"[{""name"": ""Maliceforged Shoes"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""150""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9419,Obsidian Gloves,× 1,650,"[{""name"": ""Maliceforged Gloves"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""150""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9418,Obsidian Pants,× 1,650,"[{""name"": ""Maliceforged Pants"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""240""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9417,Obsidian Shirt,× 1,650,"[{""name"": ""Maliceforged Shirt"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""240""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9416,Obsidian Hood,× 1,650,"[{""name"": ""Maliceforged Hood"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""180""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9415,Obsidian Shoes,× 1,650,"[{""name"": ""Maliceforged Shoes"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""150""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9414,Obsidian Gloves,× 1,650,"[{""name"": ""Maliceforged Gloves"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""150""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9413,Obsidian Pants,× 1,650,"[{""name"": ""Maliceforged Pants"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""240""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9412,Obsidian Shirt,× 1,650,"[{""name"": ""Maliceforged Shirt"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""240""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9411,Obsidian Hood,× 1,650,"[{""name"": ""Maliceforged Hood"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""180""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9410,Obsidian Boots,× 1,650,"[{""name"": ""Maliceforged Boots"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""150""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9409,Obsidian Fists,× 1,650,"[{""name"": ""Maliceforged Fists"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""150""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9408,Obsidian Breeches,× 1,650,"[{""name"": ""Maliceforged Breeches"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""240""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9407,Obsidian Jerkin,× 1,650,"[{""name"": ""Maliceforged Jerkin"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""240""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9406,Obsidian Cap,× 1,650,"[{""name"": ""Maliceforged Cap"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""180""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9405,Obsidian Sabatons,× 1,650,"[{""name"": ""Maliceforged Sabatons"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""150""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9404,Obsidian Gauntlets,× 1,650,"[{""name"": ""Maliceforged Gauntlets"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""150""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9403,Obsidian Greaves,× 1,650,"[{""name"": ""Maliceforged Greaves"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""240""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9402,Obsidian Cuirass,× 1,650,"[{""name"": ""Maliceforged Cuirass"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""240""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9401,Obsidian Helm,× 1,650,"[{""name"": ""Maliceforged Helm"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""180""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9400,Obsidian Shield,× 1,650,"[{""name"": ""Maliceforged Shield"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""360""}, {""name"": ""Sunlight Archeum Essence"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9399,Obsidian Bow,× 1,650,"[{""name"": ""Maliceforged Bow"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""360""}, {""name"": ""Sunlight Archeum Essence"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9398,Obsidian Greatclub,× 1,650,"[{""name"": ""Maliceforged Greatclub"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""360""}, {""name"": ""Sunlight Archeum Essence"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9397,Obsidian Staff,× 1,650,"[{""name"": ""Maliceforged Staff"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""360""}, {""name"": ""Sunlight Archeum Essence"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9396,Obsidian Greataxe,× 1,650,"[{""name"": ""Maliceforged Greataxe"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""360""}, {""name"": ""Sunlight Archeum Essence"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9395,Obsidian Sword,× 1,650,"[{""name"": ""Maliceforged Sword"", ""amount"": ""1""}, {""name"": ""Revenant Soulstone"", ""amount"": ""360""}, {""name"": ""Sunlight Archeum Essence"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""3000""}]"
9394,Silver Key,× 10,100,"[{""name"": ""Silver Ingot"", ""amount"": ""100""}, {""name"": ""Coin"", ""amount"": ""50""}]"
9393,Copper Key,× 10,50,"[{""name"": ""Copper Ingot"", ""amount"": ""100""}, {""name"": ""Coin"", ""amount"": ""5""}]"
9390,Wrapped Comet Speedster,× 1,500,"[{""name"": ""Comet Speedster Design"", ""amount"": ""1""}, {""name"": ""Crafted Vehicle Frame: Comet Speedster"", ""amount"": ""1""}, {""name"": ""Racing Chassis"", ""amount"": ""1""}, {""name"": ""Rubber Tire"", ""amount"": ""4""}, {""name"": ""Coin"", ""amount"": ""2300000""}]"
9389,Wrapped Timber Coupe,× 1,500,"[{""name"": ""Timber Coupe Design"", ""amount"": ""1""}, {""name"": ""Crafted Vehicle Frame: Timber Coupe"", ""amount"": ""1""}, {""name"": ""Racing Chassis"", ""amount"": ""1""}, {""name"": ""Rubber Tire"", ""amount"": ""4""}, {""name"": ""Coin"", ""amount"": ""2300000""}]"
9388,Wrapped Apex Squall,× 1,500,"[{""name"": ""Apex Squall Design"", ""amount"": ""1""}, {""name"": ""Crafted Vehicle Frame: Apex Squall"", ""amount"": ""1""}, {""name"": ""Racing Chassis"", ""amount"": ""1""}, {""name"": ""Rubber Tire"", ""amount"": ""4""}, {""name"": ""Coin"", ""amount"": ""2300000""}]"
9386,White Arden Antiquities,× 1,100,"[{""name"": ""Coin"", ""amount"": ""30000""}, {""name"": ""Blue Salt Hammer"", ""amount"": ""2""}]"
9385,Two Crowns Antiquities,× 1,100,"[{""name"": ""Coin"", ""amount"": ""30000""}, {""name"": ""Blue Salt Hammer"", ""amount"": ""2""}]"
9383,Perinoor Antiquities,× 1,100,"[{""name"": ""Coin"", ""amount"": ""30000""}, {""name"": ""Blue Salt Hammer"", ""amount"": ""2""}]"
9382,Assorted Ribs,× 10,166,"[{""name"": ""Trimmed Meat"", ""amount"": ""66""}, {""name"": ""Chopped Produce"", ""amount"": ""16""}, {""name"": ""Ground Spices"", ""amount"": ""16""}, {""name"": ""Moringa Fruit"", ""amount"": ""16""}, {""name"": ""Yam"", ""amount"": ""16""}, {""name"": ""Chicken Meat"", ""amount"": ""16""}, {""name"": ""Mutton"", ""amount"": ""16""}, {""name"": ""Turkey Meat"", ""amount"": ""16""}, {""name"": ""Beef"", ""amount"": ""16""}, {""name"": ""Coin"", ""amount"": ""100""}]"
9381,Spellbook: Unstoppable Will,× 10,100,"[{""name"": ""Blank Regrade Scroll"", ""amount"": ""2""}, {""name"": ""Glossy Feather"", ""amount"": ""6""}, {""name"": ""Leather"", ""amount"": ""10""}, {""name"": ""Fabric"", ""amount"": ""10""}, {""name"": ""Yellow Coral"", ""amount"": ""6""}, {""name"": ""Orange Coral"", ""amount"": ""4""}, {""name"": ""Coin"", ""amount"": ""100""}]"
9380,Kingdom's Shadow,× 10,150,"[{""name"": ""Medicinal Powder"", ""amount"": ""66""}, {""name"": ""Sparkling Shell Dust"", ""amount"": ""60""}, {""name"": ""Honey"", ""amount"": ""10""}, {""name"": ""Clubhead Fungus"", ""amount"": ""20""}, {""name"": ""Narcissus"", ""amount"": ""20""}, {""name"": ""Lily"", ""amount"": ""20""}, {""name"": ""Mint"", ""amount"": ""30""}, {""name"": ""Sunflower"", ""amount"": ""30""}, {""name"": ""Coin"", ""amount"": ""180""}]"
9379,Eco-Friendly Fuel,× 10,100,"[{""name"": ""Fresh Fertilizer"", ""amount"": ""50""}, {""name"": ""Hay Bale"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""100""}]"
9378,Hasla Antiquities,× 1,100,"[{""name"": ""Coin"", ""amount"": ""30000""}, {""name"": ""Blue Salt Hammer"", ""amount"": ""2""}]"
9377,Spellbook: Unstoppable Will,× 5,50,"[{""name"": ""Blank Regrade Scroll"", ""amount"": ""1""}, {""name"": ""Glossy Feather"", ""amount"": ""3""}, {""name"": ""Leather"", ""amount"": ""5""}, {""name"": ""Fabric"", ""amount"": ""5""}, {""name"": ""Yellow Coral"", ""amount"": ""3""}, {""name"": ""Orange Coral"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""50""}]"
9369,Organic Fertilizer,× 10,15,"[{""name"": ""Chopped Produce"", ""amount"": ""5""}, {""name"": ""Fresh Fertilizer"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""10""}]"
9368,Livestock Supplement,× 1,15,"[{""name"": ""Hushed Star"", ""amount"": ""3""}, {""name"": ""Clover"", ""amount"": ""3""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9367,Improved Spice Seed Bundle,× 1,15,"[{""name"": ""Iris Seed"", ""amount"": ""40""}, {""name"": ""Lavender Seed"", ""amount"": ""40""}, {""name"": ""Scented Leaf"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""46""}]"
9366,Improved Produce Seed Bundle,× 1,15,"[{""name"": ""Potato Eyes"", ""amount"": ""10""}, {""name"": ""Carrot Seed"", ""amount"": ""10""}, {""name"": ""Garlic Seed"", ""amount"": ""10""}, {""name"": ""Onion Seed"", ""amount"": ""10""}, {""name"": ""Cucumber Seed"", ""amount"": ""10""}, {""name"": ""Royal Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""46""}]"
9365,Improved Grain Seed Bundle,× 1,15,"[{""name"": ""Barley Seed"", ""amount"": ""15""}, {""name"": ""Corn Seed"", ""amount"": ""15""}, {""name"": ""Rice Seed"", ""amount"": ""15""}, {""name"": ""Royal Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""46""}]"
9364,Improved Flower Seed Bundle,× 1,15,"[{""name"": ""Azalea Seed"", ""amount"": ""10""}, {""name"": ""Narcissus Seed"", ""amount"": ""10""}, {""name"": ""Clover Seed"", ""amount"": ""10""}, {""name"": ""Rose Seed"", ""amount"": ""10""}, {""name"": ""Scented Leaf"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""46""}]"
9363,Improved Fragrant Fruiting Woodlot,× 1,15,"[{""name"": ""Grapevine Sapling"", ""amount"": ""5""}, {""name"": ""Apple Sapling"", ""amount"": ""5""}, {""name"": ""Avocado Sapling"", ""amount"": ""5""}, {""name"": ""Heavy Hardwood"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""46""}]"
9362,Improved Savory Fruiting Woodlot,× 1,15,"[{""name"": ""Banana Sapling"", ""amount"": ""10""}, {""name"": ""Fig Sapling"", ""amount"": ""10""}, {""name"": ""Heavy Hardwood"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""46""}]"
9361,Improved Skyreach Woodlot,× 1,15,"[{""name"": ""Hornbeam Sapling"", ""amount"": ""10""}, {""name"": ""Cork Sapling"", ""amount"": ""10""}, {""name"": ""Cedar Sapling"", ""amount"": ""10""}, {""name"": ""Poplar Tree Sapling"", ""amount"": ""10""}, {""name"": ""Heavy Hardwood"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""46""}]"
9360,Impatiens Seed Bundle,× 1,10,"[{""name"": ""Impatiens Seed"", ""amount"": ""10""}, {""name"": ""Bait Worm"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9359,Watermelon Seed Bundle,× 1,10,"[{""name"": ""Watermelon Seed"", ""amount"": ""10""}, {""name"": ""Bait Worm"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9358,High Quality Hibiscus Sapling,× 1,10,"[{""name"": ""Hibiscus Sapling"", ""amount"": ""5""}, {""name"": ""Bait Worm"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9357,Amaranth Seed Bundle,× 1,10,"[{""name"": ""Amaranth Seed"", ""amount"": ""10""}, {""name"": ""Bait Worm"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9356,Pansy Seed Bundle,× 1,10,"[{""name"": ""Pansy Seed"", ""amount"": ""10""}, {""name"": ""Bait Worm"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9355,Pineapple Seed Bundle,× 1,10,"[{""name"": ""Pineapple Seed"", ""amount"": ""10""}, {""name"": ""Bait Worm"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
9354,Rokhala Fertilizer,× 1,150,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Chopped Produce"", ""amount"": ""25""}, {""name"": ""Ground Grain"", ""amount"": ""25""}, {""name"": ""Trimmed Meat"", ""amount"": ""20""}, {""name"": ""Dried Flowers"", ""amount"": ""50""}]"
9353,Rokhala Livestock Fodder,× 1,150,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Dried Flowers"", ""amount"": ""50""}, {""name"": ""Yam"", ""amount"": ""25""}]"
9352,Rokhala Auspicious Elixir,× 1,125,"[{""name"": ""Coin"", ""amount"": ""5000""}, {""name"": ""Medicinal Powder"", ""amount"": ""100""}, {""name"": ""Azalea"", ""amount"": ""55""}]"
9350,Sunbite Fertilizer,× 1,150,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Chopped Produce"", ""amount"": ""25""}, {""name"": ""Ground Grain"", ""amount"": ""25""}, {""name"": ""Trimmed Meat"", ""amount"": ""20""}, {""name"": ""Dried Flowers"", ""amount"": ""50""}]"
9349,Sunbite Pest Poison,× 1,150,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Ground Grain"", ""amount"": ""50""}, {""name"": ""Mint"", ""amount"": ""20""}]"
9348,Sunbite Salvation Tea,× 1,125,"[{""name"": ""Coin"", ""amount"": ""5000""}, {""name"": ""Orchard Puree"", ""amount"": ""30""}, {""name"": ""Lavender"", ""amount"": ""80""}]"
9346,Karkasse Fertilizer,× 1,150,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Chopped Produce"", ""amount"": ""25""}, {""name"": ""Ground Grain"", ""amount"": ""25""}, {""name"": ""Trimmed Meat"", ""amount"": ""20""}, {""name"": ""Dried Flowers"", ""amount"": ""50""}]"
9344,Karkasse Dragon Jerky,× 1,125,"[{""name"": ""Coin"", ""amount"": ""5000""}, {""name"": ""Trimmed Meat"", ""amount"": ""45""}, {""name"": ""Corn"", ""amount"": ""55""}]"
9342,Ahnimar Fertilizer,× 1,150,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Chopped Produce"", ""amount"": ""25""}, {""name"": ""Ground Grain"", ""amount"": ""25""}, {""name"": ""Trimmed Meat"", ""amount"": ""20""}, {""name"": ""Dried Flowers"", ""amount"": ""50""}]"
9341,Ahnimar Pressed Powder,× 1,150,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Medicinal Powder"", ""amount"": ""60""}, {""name"": ""Cornflower"", ""amount"": ""25""}]"
9340,Ahnimar Mushroom Roulette,× 1,125,"[{""name"": ""Coin"", ""amount"": ""5000""}, {""name"": ""Chopped Produce"", ""amount"": ""80""}, {""name"": ""Mushroom"", ""amount"": ""80""}]"
9338,Aubre Cradle Fertilizer,× 1,150,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Chopped Produce"", ""amount"": ""25""}, {""name"": ""Ground Grain"", ""amount"": ""25""}, {""name"": ""Trimmed Meat"", ""amount"": ""20""}, {""name"": ""Dried Flowers"", ""amount"": ""50""}]"
9337,Aubre Cradle Deviled Eggs,× 1,150,"[{""name"": ""Coin"", ""amount"": ""7500""}, {""name"": ""Ground Spices"", ""amount"": ""120""}, {""name"": ""Egg"", ""amount"": ""60""}]"
